Region,Country,Year,Age,Gender,Literacy rate
Europe and Northern America,Spain,2011,15+,male,0.9853619
Europe and Northern America,Spain,2011,15+,total,0.9778375
Europe and Northern America,Spain,2011,15-24,female,0.9974597
Europe and Northern America,Spain,2011,15-24,male,0.9965465
Europe and Northern America,Spain,2011,15-24,total,0.9969939999999999
Europe and Northern America,Spain,2011,25-64,female,0.9878686000000001
Europe and Northern America,Spain,2011,25-64,male,0.9908539000000001
Europe and Northern America,Spain,2011,25-64,total,0.989368
Europe and Northern America,Spain,2011,65+,female,0.90712
Europe and Northern America,Spain,2011,65+,male,0.9562838
Europe and Northern America,Spain,2011,65+,total,0.928224
Europe and Northern America,Spain,2012,15+,female,0.9721804000000001
Europe and Northern America,Spain,2012,15+,male,0.9860653
Europe and Northern America,Spain,2012,15+,total,0.9789454000000001
Europe and Northern America,Spain,2012,15-24,female,0.9970572
Europe and Northern America,Spain,2012,15-24,male,0.9964105000000001
Europe and Northern America,Spain,2012,15-24,total,0.9967278
Europe and Northern America,Spain,2012,25-64,female,0.9891545
Europe and Northern America,Spain,2012,25-64,male,0.9909332000000001
Europe and Northern America,Spain,2012,25-64,total,0.9900456
Europe and Northern America,Spain,2012,65+,female,0.9117173
Europe and Northern America,Spain,2012,65+,male,0.9608469
Europe and Northern America,Spain,2012,65+,total,0.9328406
Europe and Northern America,Spain,2013,15+,female,0.9744054
Europe and Northern America,Spain,2013,15+,male,0.9874875
Europe and Northern America,Spain,2013,15+,total,0.9807913
Europe and Northern America,Spain,2013,15-24,female,0.9964289
Europe and Northern America,Spain,2013,15-24,male,0.9969463000000001
Europe and Northern America,Spain,2013,15-24,total,0.9966925999999999
Europe and Northern America,Spain,2013,25-64,female,0.9903918
Europe and Northern America,Spain,2013,25-64,male,0.9921224
Europe and Northern America,Spain,2013,25-64,total,0.9912594
Europe and Northern America,Spain,2013,65+,female,0.9182898
Europe and Northern America,Spain,2013,65+,male,0.9641546
Europe and Northern America,Spain,2013,65+,total,0.9381801
Europe and Northern America,Spain,2014,15+,female,0.9748735000000001
Europe and Northern America,Spain,2014,15+,male,0.9873126999999999
Europe and Northern America,Spain,2014,15+,total,0.9809372000000001
Europe and Northern America,Spain,2014,15-24,female,0.9968680999999999
Europe and Northern America,Spain,2014,15-24,male,0.9975731
Europe and Northern America,Spain,2014,15-24,total,0.9972276
Europe and Northern America,Spain,2014,25-64,female,0.9904831000000001
Europe and Northern America,Spain,2014,25-64,male,0.9919836
Europe and Northern America,Spain,2014,25-64,total,0.9912340000000001
Europe and Northern America,Spain,2014,65+,female,0.9212984
Europe and Northern America,Spain,2014,65+,male,0.9641665
Europe and Northern America,Spain,2014,65+,total,0.9399366
Europe and Northern America,Spain,2015,15+,female,0.9754712999999999
Europe and Northern America,Spain,2015,15+,male,0.9877088999999999
Europe and Northern America,Spain,2015,15+,total,0.9814326
Europe and Northern America,Spain,2015,15-24,female,0.9969419
Europe and Northern America,Spain,2015,15-24,male,0.9961875
Europe and Northern America,Spain,2015,15-24,total,0.9965568
Europe and Northern America,Spain,2015,25-64,female,0.9909514
Europe and Northern America,Spain,2015,25-64,male,0.9922563
Europe and Northern America,Spain,2015,25-64,total,0.9916038
Europe and Northern America,Spain,2015,65+,female,0.9233815
Europe and Northern America,Spain,2015,65+,male,0.9665187000000001
Europe and Northern America,Spain,2015,65+,total,0.9421737
Europe and Northern America,Spain,2016,15+,female,0.9769536
Europe and Northern America,Spain,2016,15+,male,0.9883597000000001
Europe and Northern America,Spain,2016,15+,total,0.9825051
Europe and Northern America,Spain,2016,15-24,female,0.9960606
Europe and Northern America,Spain,2016,15-24,male,0.9963757
Europe and Northern America,Spain,2016,15-24,total,0.9962215999999999
Europe and Northern America,Spain,2016,25-64,female,0.991382
Europe and Northern America,Spain,2016,25-64,male,0.9927768
Europe and Northern America,Spain,2016,25-64,total,0.9920783
Europe and Northern America,Spain,2016,65+,female,0.9296259
Europe and Northern America,Spain,2016,65+,male,0.9683908999999999
Europe and Northern America,Spain,2016,65+,total,0.9465579
Europe and Northern America,Spain,2018,15+,female,0.9797378000000001
Europe and Northern America,Spain,2018,15+,male,0.9892538999999999
Europe and Northern America,Spain,2018,15+,total,0.9843649999999999
Europe and Northern America,Spain,2018,15-24,female,0.997439
Europe and Northern America,Spain,2018,15-24,male,0.996885
Europe and Northern America,Spain,2018,15-24,total,0.9971555
Europe and Northern America,Spain,2018,25-64,female,0.9928767000000001
Europe and Northern America,Spain,2018,25-64,male,0.9932949000000001
Europe and Northern America,Spain,2018,25-64,total,0.9930850999999999
Europe and Northern America,Spain,2018,65+,female,0.9373260999999999
Europe and Northern America,Spain,2018,65+,male,0.9713156
Europe and Northern America,Spain,2018,65+,total,0.9522293999999999
Europe and Northern America,The former Yugoslav Republic of Macedonia,2014,15+,female,0.9670000000000001
Europe and Northern America,The former Yugoslav Republic of Macedonia,2014,15+,male,0.9881
Europe and Northern America,The former Yugoslav Republic of Macedonia,2014,15+,total,0.978
Europe and Northern America,The former Yugoslav Republic of Macedonia,2014,15-24,female,0.985
Europe and Northern America,The former Yugoslav Republic of Macedonia,2014,15-24,male,0.9876
Europe and Northern America,The former Yugoslav Republic of Macedonia,2014,15-24,total,0.986
Europe and Northern America,The former Yugoslav Republic of Macedonia,2014,25-64,female,0.981
Europe and Northern America,The former Yugoslav Republic of Macedonia,2014,25-64,male,0.991
Europe and Northern America,The former Yugoslav Republic of Macedonia,2014,25-64,total,0.986
Europe and Northern America,The former Yugoslav Republic of Macedonia,2014,65+,female,0.89
Europe and Northern America,The former Yugoslav Republic of Macedonia,2014,65+,male,0.973
Europe and Northern America,The former Yugoslav Republic of Macedonia,2014,65+,total,0.9259999999999999
Europe and Northern America,Ukraine,2012,15+,female,0.9995820000000001
Europe and Northern America,Ukraine,2012,15+,male,0.9999393999999999
Europe and Northern America,Ukraine,2012,15+,total,0.9997435
Europe and Northern America,Ukraine,2012,15-24,female,0.9998272
Europe and Northern America,Ukraine,2012,15-24,male,0.9995707
Europe and Northern America,Ukraine,2012,15-24,total,0.9996976
Europe and Northern America,Ukraine,2012,25-64,female,0.9996463
Europe and Northern America,Ukraine,2012,25-64,male,0.9999987
Europe and Northern America,Ukraine,2012,25-64,total,0.9998096
Europe and Northern America,Ukraine,2012,65+,female,0.999268
Europe and Northern America,Ukraine,2012,65+,male,1.0
Europe and Northern America,Ukraine,2012,65+,total,0.9995277
Latin America and the Caribbean,Antigua and Barbuda,2011,15+,female,0.9942
Latin America and the Caribbean,Antigua and Barbuda,2011,15+,male,0.9840000000000001
Latin America and the Caribbean,Antigua and Barbuda,2011,15+,total,0.9895
Latin America and the Caribbean,Antigua and Barbuda,2015,15+,female,0.9942
Latin America and the Caribbean,Antigua and Barbuda,2015,15+,male,0.9840000000000001
Latin America and the Caribbean,Antigua and Barbuda,2015,15+,total,0.9895
Latin America and the Caribbean,Argentina,2010,15+,female,0.9892807
Latin America and the Caribbean,Argentina,2010,15+,male,0.9898532
Latin America and the Caribbean,Argentina,2010,15+,total,0.9895497
Latin America and the Caribbean,Argentina,2010,15-24,female,0.9958866999999999
Latin America and the Caribbean,Argentina,2010,15-24,male,0.9901220000000001
Latin America and the Caribbean,Argentina,2010,15-24,total,0.9929864
Latin America and the Caribbean,Argentina,2010,25-64,female,0.9915388
Latin America and the Caribbean,Argentina,2010,25-64,male,0.9916336
Latin America and the Caribbean,Argentina,2010,25-64,total,0.9915836
Latin America and the Caribbean,Argentina,2010,65+,female,0.9714879000000001
Latin America and the Caribbean,Argentina,2010,65+,male,0.9798072000000001
Latin America and the Caribbean,Argentina,2010,65+,total,0.9748287000000001
Latin America and the Caribbean,Argentina,2011,15+,female,0.9899984000000001
Latin America and the Caribbean,Argentina,2011,15+,male,0.9922831
Latin America and the Caribbean,Argentina,2011,15+,total,0.9910833
Latin America and the Caribbean,Argentina,2011,15-24,female,0.9971145
Latin America and the Caribbean,Argentina,2011,15-24,male,0.9954525
Latin America and the Caribbean,Argentina,2011,15-24,total,0.9962824
Latin America and the Caribbean,Argentina,2011,25-64,female,0.9930123000000001
Latin America and the Caribbean,Argentina,2011,25-64,male,0.9927467
Latin America and the Caribbean,Argentina,2011,25-64,total,0.9928843
Latin America and the Caribbean,Argentina,2011,65+,female,0.9686176000000001
Latin America and the Caribbean,Argentina,2011,65+,male,0.9834479
Latin America and the Caribbean,Argentina,2011,65+,total,0.9745737
Latin America and the Caribbean,Argentina,2012,15+,female,0.9909995
Latin America and the Caribbean,Argentina,2012,15+,male,0.9911113
Latin America and the Caribbean,Argentina,2012,15+,total,0.9910523000000001
Latin America and the Caribbean,Argentina,2012,15-24,female,0.9961427999999999
Latin America and the Caribbean,Argentina,2012,15-24,male,0.9914453000000001
Latin America and the Caribbean,Argentina,2012,15-24,total,0.9937587000000001
Latin America and the Caribbean,Argentina,2012,25-64,female,0.9920743000000001
Latin America and the Caribbean,Argentina,2012,25-64,male,0.9916278
Latin America and the Caribbean,Argentina,2012,25-64,total,0.9918616
Latin America and the Caribbean,Argentina,2012,65+,female,0.9800781999999999
Latin America and the Caribbean,Argentina,2012,65+,male,0.9876053
Latin America and the Caribbean,Argentina,2012,65+,total,0.9830475
Latin America and the Caribbean,Argentina,2013,15+,female,0.9909121000000001
Latin America and the Caribbean,Argentina,2013,15+,male,0.9915603000000001
Latin America and the Caribbean,Argentina,2013,15+,total,0.9912195
Latin America and the Caribbean,Argentina,2013,15-24,female,0.9959811999999999
Latin America and the Caribbean,Argentina,2013,15-24,male,0.9951034
Latin America and the Caribbean,Argentina,2013,15-24,total,0.9955132
Latin America and the Caribbean,Argentina,2013,25-64,female,0.9938753
Latin America and the Caribbean,Argentina,2013,25-64,male,0.9920306999999999
Latin America and the Caribbean,Argentina,2013,25-64,total,0.9930061000000001
Latin America and the Caribbean,Argentina,2013,65+,female,0.9732063
Latin America and the Caribbean,Argentina,2013,65+,male,0.9815273999999999
Latin America and the Caribbean,Argentina,2013,65+,total,0.9764895
Latin America and the Caribbean,Argentina,2014,15+,female,0.9893282000000001
Latin America and the Caribbean,Argentina,2014,15+,male,0.9906125
Latin America and the Caribbean,Argentina,2014,15+,total,0.9899389
Latin America and the Caribbean,Argentina,2014,15-24,female,0.994024
Latin America and the Caribbean,Argentina,2014,15-24,male,0.9919587
Latin America and the Caribbean,Argentina,2014,15-24,total,0.9929671
Latin America and the Caribbean,Argentina,2014,25-64,female,0.9921759
Latin America and the Caribbean,Argentina,2014,25-64,male,0.9919631
Latin America and the Caribbean,Argentina,2014,25-64,total,0.9920745
Latin America and the Caribbean,Argentina,2014,65+,female,0.9711845
Latin America and the Caribbean,Argentina,2014,65+,male,0.9805769999999999
Latin America and the Caribbean,Argentina,2014,65+,total,0.9750391
Latin America and the Caribbean,Argentina,2015,15+,female,0.9920877
Latin America and the Caribbean,Argentina,2015,15+,male,0.9914825
Latin America and the Caribbean,Argentina,2015,15+,total,0.9917995999999999
Latin America and the Caribbean,Argentina,2015,15-24,female,0.9964350000000001
Latin America and the Caribbean,Argentina,2015,15-24,male,0.994834
Latin America and the Caribbean,Argentina,2015,15-24,total,0.9955970000000001
Latin America and the Caribbean,Argentina,2015,25-64,female,0.9933818999999999
Latin America and the Caribbean,Argentina,2015,25-64,male,0.9922163999999999
Latin America and the Caribbean,Argentina,2015,25-64,total,0.9928286
Latin America and the Caribbean,Argentina,2015,65+,female,0.981455
Latin America and the Caribbean,Argentina,2015,65+,male,0.9808695000000001
Latin America and the Caribbean,Argentina,2015,65+,total,0.9812164
Latin America and the Caribbean,Argentina,2016,15+,female,0.9914310000000001
Latin America and the Caribbean,Argentina,2016,15+,male,0.9910499
Latin America and the Caribbean,Argentina,2016,15+,total,0.9912501
Latin America and the Caribbean,Argentina,2016,15-24,female,0.9962892999999999
Latin America and the Caribbean,Argentina,2016,15-24,male,0.9938448
Latin America and the Caribbean,Argentina,2016,15-24,total,0.9950270999999999
Latin America and the Caribbean,Argentina,2016,25-64,female,0.9943142
Latin America and the Caribbean,Argentina,2016,25-64,male,0.991493
Latin America and the Caribbean,Argentina,2016,25-64,total,0.9929682
Latin America and the Caribbean,Argentina,2016,65+,female,0.9761888000000001
Latin America and the Caribbean,Argentina,2016,65+,male,0.9841858000000001
Latin America and the Caribbean,Argentina,2016,65+,total,0.9794476
Latin America and the Caribbean,Argentina,2018,15+,female,0.9906204
Latin America and the Caribbean,Argentina,2018,15+,male,0.9893774000000001
Latin America and the Caribbean,Argentina,2018,15+,total,0.9900387
Latin America and the Caribbean,Argentina,2018,15-24,female,0.9975765
Latin America and the Caribbean,Argentina,2018,15-24,male,0.9924183
Latin America and the Caribbean,Argentina,2018,15-24,total,0.9950552
Latin America and the Caribbean,Argentina,2018,25-64,female,0.9941023
Latin America and the Caribbean,Argentina,2018,25-64,male,0.9902464000000001
Latin America and the Caribbean,Argentina,2018,25-64,total,0.9922725
Latin America and the Caribbean,Argentina,2018,65+,female,0.9717771000000001
Latin America and the Caribbean,Argentina,2018,65+,male,0.9814700999999999
Latin America and the Caribbean,Argentina,2018,65+,total,0.9758353
Latin America and the Caribbean,Aruba,2010,15+,female,0.9671978
Latin America and the Caribbean,Aruba,2010,15+,male,0.9694052999999999
Latin America and the Caribbean,Aruba,2010,15+,total,0.9682264
Latin America and the Caribbean,Aruba,2010,15-24,female,0.993231
Latin America and the Caribbean,Aruba,2010,15-24,male,0.9896573
Latin America and the Caribbean,Aruba,2010,15-24,total,0.9913840999999999
Latin America and the Caribbean,Aruba,2010,25-64,female,0.9797445
Latin America and the Caribbean,Aruba,2010,25-64,male,0.9754666000000001
Latin America and the Caribbean,Aruba,2010,25-64,total,0.977763
Latin America and the Caribbean,Aruba,2010,65+,female,0.8780247
Latin America and the Caribbean,Aruba,2010,65+,male,0.9032478
Latin America and the Caribbean,Aruba,2010,65+,total,0.8886238
Latin America and the Caribbean,Aruba,2018,15+,female,0.9781268
Latin America and the Caribbean,Aruba,2018,15+,male,0.9780013
Latin America and the Caribbean,Aruba,2018,15+,total,0.9780741999999999
Latin America and the Caribbean,Aruba,2018,15-24,female,0.9939
Latin America and the Caribbean,Aruba,2018,15-24,male,0.996
Latin America and the Caribbean,Aruba,2018,15-24,total,0.995
Latin America and the Caribbean,Aruba,2018,25-64,female,0.9850884000000001
Latin America and the Caribbean,Aruba,2018,25-64,male,0.9798672
Latin America and the Caribbean,Aruba,2018,25-64,total,0.9826463
Latin America and the Caribbean,Aruba,2018,65+,female,0.9380280999999999
Latin America and the Caribbean,Aruba,2018,65+,male,0.9472287
Latin America and the Caribbean,Aruba,2018,65+,total,0.9419651
Latin America and the Caribbean,Barbados,2014,15+,female,0.996
Latin America and the Caribbean,Barbados,2014,15+,male,0.996
Latin America and the Caribbean,Barbados,2014,15+,total,0.996
Latin America and the Caribbean,Barbados,2014,15-24,female,0.9990000000000001
Latin America and the Caribbean,Barbados,2014,15-24,male,0.9992
Latin America and the Caribbean,Barbados,2014,15-24,total,0.9990000000000001
Latin America and the Caribbean,Barbados,2014,25-64,female,0.997
Latin America and the Caribbean,Barbados,2014,25-64,male,0.997
Latin America and the Caribbean,Barbados,2014,25-64,total,0.997
Latin America and the Caribbean,Barbados,2014,65+,female,0.985
Latin America and the Caribbean,Barbados,2014,65+,male,0.986
Latin America and the Caribbean,Barbados,2014,65+,total,0.985
Latin America and the Caribbean,Bolivia (Plurinational State of),2011,15+,female,0.8808020000000001
Latin America and the Caribbean,Bolivia (Plurinational State of),2011,15+,male,0.9660105
Latin America and the Caribbean,Bolivia (Plurinational State of),2011,15+,total,0.9222615000000001
Latin America and the Caribbean,Bolivia (Plurinational State of),2011,15-24,female,0.9877201999999999
Latin America and the Caribbean,Bolivia (Plurinational State of),2011,15-24,male,0.9924662999999999
Latin America and the Caribbean,Bolivia (Plurinational State of),2011,15-24,total,0.9900752
Latin America and the Caribbean,Bolivia (Plurinational State of),2011,25-64,female,0.8821348999999999
Latin America and the Caribbean,Bolivia (Plurinational State of),2011,25-64,male,0.9730395000000001
Latin America and the Caribbean,Bolivia (Plurinational State of),2011,25-64,total,0.9261794999999999
Latin America and the Caribbean,Bolivia (Plurinational State of),2011,65+,female,0.5369037
Latin America and the Caribbean,Bolivia (Plurinational State of),2011,65+,male,0.8223533999999999
Latin America and the Caribbean,Bolivia (Plurinational State of),2011,65+,total,0.6708660999999999
Latin America and the Caribbean,Bolivia (Plurinational State of),2012,15+,female,0.9187327000000001
Latin America and the Caribbean,Bolivia (Plurinational State of),2012,15+,male,0.9710705000000001
Latin America and the Caribbean,Bolivia (Plurinational State of),2012,15+,total,0.9446057
Latin America and the Caribbean,Bolivia (Plurinational State of),2012,15-24,female,0.9882861
Latin America and the Caribbean,Bolivia (Plurinational State of),2012,15-24,male,0.9916245
Latin America and the Caribbean,Bolivia (Plurinational State of),2012,15-24,total,0.9899588
Latin America and the Caribbean,Bolivia (Plurinational State of),2012,25-64,female,0.9333368
Latin America and the Caribbean,Bolivia (Plurinational State of),2012,25-64,male,0.9771922000000001
Latin America and the Caribbean,Bolivia (Plurinational State of),2012,25-64,total,0.9551044000000001
Latin America and the Caribbean,Bolivia (Plurinational State of),2012,65+,female,0.6142589
Latin America and the Caribbean,Bolivia (Plurinational State of),2012,65+,male,0.8515326000000001
Latin America and the Caribbean,Bolivia (Plurinational State of),2012,65+,total,0.7230374
Latin America and the Caribbean,Bolivia (Plurinational State of),2015,15+,female,0.8858286
Latin America and the Caribbean,Bolivia (Plurinational State of),2015,15+,male,0.9652275
Latin America and the Caribbean,Bolivia (Plurinational State of),2015,15+,total,0.9245508
Latin America and the Caribbean,Bolivia (Plurinational State of),2015,15-24,female,0.9940421
Latin America and the Caribbean,Bolivia (Plurinational State of),2015,15-24,male,0.9939401999999999
Latin America and the Caribbean,Bolivia (Plurinational State of),2015,15-24,total,0.9939917
Latin America and the Caribbean,Bolivia (Plurinational State of),2015,25-64,female,0.8957308999999999
Latin America and the Caribbean,Bolivia (Plurinational State of),2015,25-64,male,0.973792
Latin America and the Caribbean,Bolivia (Plurinational State of),2015,25-64,total,0.9337576
Latin America and the Caribbean,Bolivia (Plurinational State of),2015,65+,female,0.5401216
Latin America and the Caribbean,Bolivia (Plurinational State of),2015,65+,male,0.8257819999999999
Latin America and the Caribbean,Bolivia (Plurinational State of),2015,65+,total,0.6747342999999999
Latin America and the Caribbean,Brazil,2010,15+,female,0.9068170000000001
Latin America and the Caribbean,Brazil,2010,15+,male,0.9005618
Latin America and the Caribbean,Brazil,2010,15+,total,0.9037918
Latin America and the Caribbean,Brazil,2010,15-24,female,0.9831874
Latin America and the Caribbean,Brazil,2010,15-24,male,0.9671617
Latin America and the Caribbean,Brazil,2010,15-24,total,0.9751412
Latin America and the Caribbean,Brazil,2010,25-64,female,0.9147349
Latin America and the Caribbean,Brazil,2010,25-64,male,0.8993428
Latin America and the Caribbean,Brazil,2010,25-64,total,0.9072807
Latin America and the Caribbean,Brazil,2010,65+,female,0.6939288
Latin America and the Caribbean,Brazil,2010,65+,male,0.7226701
Latin America and the Caribbean,Brazil,2010,65+,total,0.7064100999999999
Latin America and the Caribbean,Brazil,2011,15+,female,0.9163315
Latin America and the Caribbean,Brazil,2011,15+,male,0.9116898
Latin America and the Caribbean,Brazil,2011,15+,total,0.9141124
Latin America and the Caribbean,Brazil,2011,15-24,female,0.9907315
Latin America and the Caribbean,Brazil,2011,15-24,male,0.9790998999999999
Latin America and the Caribbean,Brazil,2011,15-24,total,0.9848692
Latin America and the Caribbean,Brazil,2011,25-64,female,0.9295847
Latin America and the Caribbean,Brazil,2011,25-64,male,0.9136057
Latin America and the Caribbean,Brazil,2011,25-64,total,0.9219642
Latin America and the Caribbean,Brazil,2011,65+,female,0.7064761
Latin America and the Caribbean,Brazil,2011,65+,male,0.7369011999999999
Latin America and the Caribbean,Brazil,2011,65+,total,0.7196234
Latin America and the Caribbean,Brazil,2012,15+,female,0.916249
Latin America and the Caribbean,Brazil,2012,15+,male,0.9102567
Latin America and the Caribbean,Brazil,2012,15+,total,0.9133785
Latin America and the Caribbean,Brazil,2012,15-24,female,0.9902082
Latin America and the Caribbean,Brazil,2012,15-24,male,0.9822742999999999
Latin America and the Caribbean,Brazil,2012,15-24,total,0.9861966
Latin America and the Caribbean,Brazil,2012,25-64,female,0.9289964999999999
Latin America and the Caribbean,Brazil,2012,25-64,male,0.9116477999999999
Latin America and the Caribbean,Brazil,2012,25-64,total,0.9207058
Latin America and the Caribbean,Brazil,2012,65+,female,0.7203396
Latin America and the Caribbean,Brazil,2012,65+,male,0.7386524
Latin America and the Caribbean,Brazil,2012,65+,total,0.7282942
Latin America and the Caribbean,Brazil,2013,15+,female,0.9176496000000001
Latin America and the Caribbean,Brazil,2013,15+,male,0.9117796
Latin America and the Caribbean,Brazil,2013,15+,total,0.9148424
Latin America and the Caribbean,Brazil,2013,15-24,female,0.9922972
Latin America and the Caribbean,Brazil,2013,15-24,male,0.9825204
Latin America and the Caribbean,Brazil,2013,15-24,total,0.9873668000000001
Latin America and the Caribbean,Brazil,2013,25-64,female,0.9323610999999999
Latin America and the Caribbean,Brazil,2013,25-64,male,0.9157134
Latin America and the Caribbean,Brazil,2013,25-64,total,0.9244189
Latin America and the Caribbean,Brazil,2013,65+,female,0.714867
Latin America and the Caribbean,Brazil,2013,65+,male,0.7340692
Latin America and the Caribbean,Brazil,2013,65+,total,0.7232470000000001
Latin America and the Caribbean,Brazil,2014,15+,female,0.9206052
Latin America and the Caribbean,Brazil,2014,15+,male,0.9136677
Latin America and the Caribbean,Brazil,2014,15+,total,0.9172942999999999
Latin America and the Caribbean,Brazil,2014,15-24,female,0.9925031
Latin America and the Caribbean,Brazil,2014,15-24,male,0.9844696999999999
Latin America and the Caribbean,Brazil,2014,15-24,total,0.9884569000000001
Latin America and the Caribbean,Brazil,2014,25-64,female,0.9361821
Latin America and the Caribbean,Brazil,2014,25-64,male,0.9174307
Latin America and the Caribbean,Brazil,2014,25-64,total,0.9272405
Latin America and the Caribbean,Brazil,2014,65+,female,0.7281529999999999
Latin America and the Caribbean,Brazil,2014,65+,male,0.7451312
Latin America and the Caribbean,Brazil,2014,65+,total,0.7355055
Latin America and the Caribbean,Brazil,2015,15+,female,0.9234379
Latin America and the Caribbean,Brazil,2015,15+,male,0.9172516000000001
Latin America and the Caribbean,Brazil,2015,15+,total,0.9204789999999999
Latin America and the Caribbean,Brazil,2015,15-24,female,0.993467
Latin America and the Caribbean,Brazil,2015,15-24,male,0.9859586
Latin America and the Caribbean,Brazil,2015,15-24,total,0.9896375000000001
Latin America and the Caribbean,Brazil,2015,25-64,female,0.9409406
Latin America and the Caribbean,Brazil,2015,25-64,male,0.923296
Latin America and the Caribbean,Brazil,2015,25-64,total,0.9325337
Latin America and the Caribbean,Brazil,2015,65+,female,0.7365579
Latin America and the Caribbean,Brazil,2015,65+,male,0.7504107000000001
Latin America and the Caribbean,Brazil,2015,65+,total,0.7426023
Latin America and the Caribbean,Brazil,2016,15+,female,0.9302119999999999
Latin America and the Caribbean,Brazil,2016,15+,male,0.9257516
Latin America and the Caribbean,Brazil,2016,15+,total,0.9280844
Latin America and the Caribbean,Brazil,2016,15-24,female,0.9945533000000001
Latin America and the Caribbean,Brazil,2016,15-24,male,0.9877935999999999
Latin America and the Caribbean,Brazil,2016,15-24,total,0.9911096
Latin America and the Caribbean,Brazil,2016,25-64,female,0.946518
Latin America and the Caribbean,Brazil,2016,25-64,male,0.9311561
Latin America and the Caribbean,Brazil,2016,25-64,total,0.9392007
Latin America and the Caribbean,Brazil,2016,65+,female,0.7600232
Latin America and the Caribbean,Brazil,2016,65+,male,0.7733190000000001
Latin America and the Caribbean,Brazil,2016,65+,total,0.7657128
Latin America and the Caribbean,Brazil,2017,15+,female,0.9324370999999999
Latin America and the Caribbean,Brazil,2017,15+,male,0.9289153
Latin America and the Caribbean,Brazil,2017,15+,total,0.9307582
Latin America and the Caribbean,Brazil,2017,15-24,female,0.9948134000000001
Latin America and the Caribbean,Brazil,2017,15-24,male,0.9884128
Latin America and the Caribbean,Brazil,2017,15-24,total,0.9915541
Latin America and the Caribbean,Brazil,2017,25-64,female,0.9480296
Latin America and the Caribbean,Brazil,2017,25-64,male,0.9337081
Latin America and the Caribbean,Brazil,2017,25-64,total,0.9412153999999999
Latin America and the Caribbean,Brazil,2017,65+,female,0.7701394
Latin America and the Caribbean,Brazil,2017,65+,male,0.7877805999999999
Latin America and the Caribbean,Brazil,2017,65+,total,0.7777197
Latin America and the Caribbean,Brazil,2018,15+,female,0.9342507000000001
Latin America and the Caribbean,Brazil,2018,15+,male,0.9300904
Latin America and the Caribbean,Brazil,2018,15+,total,0.9322750000000001
Latin America and the Caribbean,Brazil,2018,15-24,female,0.9943152999999999
Latin America and the Caribbean,Brazil,2018,15-24,male,0.9898358
Latin America and the Caribbean,Brazil,2018,15-24,total,0.9920417
Latin America and the Caribbean,Brazil,2018,25-64,female,0.9510276000000001
Latin America and the Caribbean,Brazil,2018,25-64,male,0.9362169
Latin America and the Caribbean,Brazil,2018,25-64,total,0.94401
Latin America and the Caribbean,Brazil,2018,65+,female,0.7793813
Latin America and the Caribbean,Brazil,2018,65+,male,0.7933733
Latin America and the Caribbean,Brazil,2018,65+,total,0.7854317000000001
Latin America and the Caribbean,Chile,2011,15+,female,0.9653071
Latin America and the Caribbean,Chile,2011,15+,male,0.9689878000000001
Latin America and the Caribbean,Chile,2011,15+,total,0.9670301000000001
Latin America and the Caribbean,Chile,2011,15-24,female,0.9960536999999999
Latin America and the Caribbean,Chile,2011,15-24,male,0.9921439
Latin America and the Caribbean,Chile,2011,15-24,total,0.9940819000000001
Latin America and the Caribbean,Chile,2011,25-64,female,0.9750691
Latin America and the Caribbean,Chile,2011,25-64,male,0.9736562000000001
Latin America and the Caribbean,Chile,2011,25-64,total,0.9744119000000001
Latin America and the Caribbean,Chile,2011,65+,female,0.8826890000000001
Latin America and the Caribbean,Chile,2011,65+,male,0.9013369
Latin America and the Caribbean,Chile,2011,65+,total,0.8905599
Latin America and the Caribbean,Chile,2013,15+,female,0.9616175
Latin America and the Caribbean,Chile,2013,15+,male,0.9638800999999999
Latin America and the Caribbean,Chile,2013,15+,total,0.9626706
Latin America and the Caribbean,Chile,2013,15-24,female,0.9908694
Latin America and the Caribbean,Chile,2013,15-24,male,0.9900978
Latin America and the Caribbean,Chile,2013,15-24,total,0.9904828000000001
Latin America and the Caribbean,Chile,2013,25-64,female,0.9721687
Latin America and the Caribbean,Chile,2013,25-64,male,0.9692927
Latin America and the Caribbean,Chile,2013,25-64,total,0.9708351999999999
Latin America and the Caribbean,Chile,2013,65+,female,0.8847252
Latin America and the Caribbean,Chile,2013,65+,male,0.8945650999999999
Latin America and the Caribbean,Chile,2013,65+,total,0.8888762
Latin America and the Caribbean,Chile,2015,15+,female,0.9674396000000001
Latin America and the Caribbean,Chile,2015,15+,male,0.9702469
Latin America and the Caribbean,Chile,2015,15+,total,0.9687412999999999
Latin America and the Caribbean,Chile,2015,15-24,female,0.9944056
Latin America and the Caribbean,Chile,2015,15-24,male,0.9926754
Latin America and the Caribbean,Chile,2015,15-24,total,0.9935394
Latin America and the Caribbean,Chile,2015,25-64,female,0.9797758000000001
Latin America and the Caribbean,Chile,2015,25-64,male,0.9759544
Latin America and the Caribbean,Chile,2015,25-64,total,0.9780103
Latin America and the Caribbean,Chile,2015,65+,female,0.891132
Latin America and the Caribbean,Chile,2015,65+,male,0.9105143
Latin America and the Caribbean,Chile,2015,65+,total,0.8993114
Latin America and the Caribbean,Chile,2017,15+,female,0.9633402
Latin America and the Caribbean,Chile,2017,15+,male,0.9648063
Latin America and the Caribbean,Chile,2017,15+,total,0.9640228000000001
Latin America and the Caribbean,Chile,2017,15-24,female,0.9901156
